PassengerID,age,Gender,passenger_class,passenger_type,type_of_travel,FlightID,FoodID,SatisfactionID
8225,56,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8226,49,Male,Eco,Loyal Customer,Business travel,245,21,3
8227,35,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8228,20,Male,Eco,disloyal Customer,Business travel,245,21,3
8229,41,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8230,33,Female,Business,Loyal Customer,Personal Travel,245,21,3
8231,25,Male,Eco,disloyal Customer,Business travel,245,21,3
8232,34,Female,Eco,disloyal Customer,Business travel,245,21,3
8233,41,Female,Business,Loyal Customer,Business travel,245,21,3
8234,40,Male,Eco,Loyal Customer,Business travel,245,21,3
8235,30,Female,Eco,disloyal Customer,Business travel,245,21,3
8236,25,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8237,51,Male,Business,Loyal Customer,Business travel,245,21,3
8238,51,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8239,44,Female,Eco,disloyal Customer,Business travel,245,21,3
8240,40,Female,Eco,Loyal Customer,Business travel,245,21,3
8241,56,Male,Business,Loyal Customer,Business travel,245,21,3
8242,60,Male,Business,Loyal Customer,Business travel,245,21,3
8243,8,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8244,30,Male,Eco,disloyal Customer,Business travel,245,21,3
8245,39,Female,Eco,Loyal Customer,Business travel,245,21,3
8246,41,Male,Business,disloyal Customer,Business travel,245,21,3
8247,52,Male,Business,Loyal Customer,Business travel,245,21,3
8248,52,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8249,59,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8250,47,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8251,21,Female,Eco,disloyal Customer,Business travel,245,21,3
8252,59,Male,Business,Loyal Customer,Business travel,245,21,3
8253,17,Female,Eco,disloyal Customer,Business travel,245,21,3
8254,24,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8255,44,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8256,48,Male,Eco,Loyal Customer,Business travel,245,21,3
8257,47,Male,Business,Loyal Customer,Business travel,245,21,3
8258,23,Female,Eco,disloyal Customer,Business travel,245,21,3
8259,59,Female,Business,Loyal Customer,Business travel,245,21,3
8260,22,Female,Business,disloyal Customer,Business travel,245,21,3
8261,38,Male,Business,Loyal Customer,Business travel,245,21,3
8262,59,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8263,35,Male,Eco,Loyal Customer,Business travel,245,21,3
8264,21,Female,Business,Loyal Customer,Business travel,245,21,3
8265,31,Male,Business,Loyal Customer,Business travel,245,21,3
8266,51,Female,Business,Loyal Customer,Business travel,245,21,3
8267,56,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8268,47,Female,Business,Loyal Customer,Business travel,245,21,3
8269,56,Male,Business,Loyal Customer,Business travel,245,21,3
8270,42,Male,Eco,Loyal Customer,Business travel,245,21,3
8271,25,Female,Eco,disloyal Customer,Business travel,245,21,3
8272,57,Male,Business,Loyal Customer,Business travel,245,21,3
8273,25,Female,Eco Plus,disloyal Customer,Business travel,245,21,3
8274,31,Female,Business,Loyal Customer,Business travel,245,21,3
8275,29,Male,Eco Plus,disloyal Customer,Business travel,245,21,3
8276,68,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8277,35,Female,Business,Loyal Customer,Business travel,245,21,3
8278,71,Female,Eco,Loyal Customer,Business travel,245,21,3
8279,40,Male,Business,Loyal Customer,Business travel,245,21,3
8280,28,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8281,35,Female,Business,Loyal Customer,Business travel,245,21,3
8282,50,Female,Eco,Loyal Customer,Business travel,245,21,3
8283,64,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8284,51,Female,Eco,Loyal Customer,Business travel,245,21,3
8285,25,Female,Business,Loyal Customer,Personal Travel,245,21,3
8286,68,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8287,60,Male,Business,Loyal Customer,Business travel,245,21,3
8288,54,Male,Business,Loyal Customer,Business travel,245,21,3
8289,14,Female,Business,Loyal Customer,Personal Travel,245,21,3
8290,39,Female,Business,Loyal Customer,Business travel,245,21,3
8291,44,Female,Eco,Loyal Customer,Business travel,245,21,3
8292,64,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8293,42,Male,Business,Loyal Customer,Business travel,245,21,3
8294,36,Male,Eco,Loyal Customer,Business travel,245,21,3
8295,60,Male,Business,Loyal Customer,Business travel,245,21,3
8296,19,Female,Business,Loyal Customer,Business travel,245,21,3
8297,60,Female,Business,Loyal Customer,Business travel,245,21,3
8298,43,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8299,25,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8300,58,Female,Business,Loyal Customer,Business travel,245,21,3
8301,46,Male,Eco,Loyal Customer,Business travel,245,21,3
8302,25,Male,Eco,disloyal Customer,Business travel,245,21,3
8303,48,Male,Business,Loyal Customer,Business travel,245,21,3
8304,46,Male,Eco,Loyal Customer,Business travel,245,21,3
8305,26,Male,Business,Loyal Customer,Business travel,245,21,3
8306,11,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8307,41,Male,Business,Loyal Customer,Business travel,245,21,3
8308,52,Female,Business,Loyal Customer,Business travel,245,21,3
8309,40,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8310,53,Female,Eco,Loyal Customer,Business travel,245,21,3
8311,51,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8312,22,Female,Eco Plus,disloyal Customer,Business travel,245,21,3
8313,69,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8314,53,Male,Business,Loyal Customer,Business travel,245,21,3
8315,24,Female,Eco,disloyal Customer,Business travel,245,21,3
8316,46,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8317,27,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8318,69,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8319,23,Female,Business,Loyal Customer,Business travel,245,21,3
8320,60,Female,Business,Loyal Customer,Business travel,245,21,3
8321,35,Female,Business,Loyal Customer,Business travel,245,21,3
8322,25,Male,Eco,disloyal Customer,Business travel,245,21,3
8323,24,Male,Eco,disloyal Customer,Business travel,245,21,3
8324,54,Male,Business,Loyal Customer,Business travel,245,21,3
8325,47,Female,Business,Loyal Customer,Business travel,245,21,3
8326,51,Male,Eco,Loyal Customer,Business travel,245,21,3
8327,25,Male,Eco,disloyal Customer,Business travel,245,21,3
8328,51,Female,Business,Loyal Customer,Business travel,245,21,3
8329,57,Male,Business,Loyal Customer,Business travel,245,21,3
8330,37,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8331,53,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8332,28,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8333,37,Male,Business,Loyal Customer,Business travel,245,21,3
8334,33,Male,Business,Loyal Customer,Business travel,245,21,3
8335,50,Female,Business,Loyal Customer,Business travel,245,21,3
8336,32,Female,Business,Loyal Customer,Business travel,245,21,3
8337,49,Male,Business,Loyal Customer,Business travel,245,21,3
8338,32,Male,Business,Loyal Customer,Business travel,245,21,3
8339,43,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8340,28,Female,Business,disloyal Customer,Business travel,245,21,3
8341,26,Male,Eco,Loyal Customer,Business travel,245,21,3
8342,54,Female,Business,Loyal Customer,Business travel,245,21,3
8343,44,Female,Business,Loyal Customer,Business travel,245,21,3
8344,34,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8345,58,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8346,34,Female,Eco,disloyal Customer,Business travel,245,21,3
8347,50,Female,Business,Loyal Customer,Business travel,245,21,3
8348,31,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8349,40,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8350,43,Male,Business,Loyal Customer,Business travel,245,21,3
8351,59,Female,Business,Loyal Customer,Business travel,245,21,3
8352,58,Male,Business,Loyal Customer,Business travel,245,21,3
8353,53,Male,Business,Loyal Customer,Business travel,245,21,3
8354,38,Male,Business,Loyal Customer,Business travel,245,21,3
8355,57,Male,Eco,Loyal Customer,Business travel,245,21,3
8356,52,Male,Business,Loyal Customer,Business travel,245,21,3
8357,54,Male,Business,Loyal Customer,Business travel,245,21,3
8358,37,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8359,38,Female,Eco,Loyal Customer,Business travel,245,21,3
8360,42,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8361,44,Female,Business,Loyal Customer,Business travel,245,21,3
8362,60,Male,Business,Loyal Customer,Business travel,245,21,3
8363,56,Male,Business,Loyal Customer,Business travel,245,21,3
8364,49,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8365,18,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8366,14,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8367,24,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8368,45,Female,Business,Loyal Customer,Business travel,245,21,3
8369,49,Male,Business,Loyal Customer,Business travel,245,21,3
8370,49,Female,Business,Loyal Customer,Business travel,245,21,3
8371,36,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8372,28,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8373,48,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8374,48,Female,Business,Loyal Customer,Business travel,245,21,3
8375,14,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8376,25,Female,Business,Loyal Customer,Business travel,245,21,3
8377,52,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8378,37,Male,Eco,Loyal Customer,Business travel,245,21,3
8379,22,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8380,36,Male,Eco,disloyal Customer,Business travel,245,21,3
8381,32,Male,Eco,disloyal Customer,Business travel,245,21,3
8382,51,Female,Business,Loyal Customer,Business travel,245,21,3
8383,24,Female,Business,disloyal Customer,Business travel,245,21,3
8384,28,Male,Business,disloyal Customer,Business travel,245,21,3
8385,56,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8386,40,Female,Business,Loyal Customer,Business travel,245,21,3
8387,21,Female,Eco,disloyal Customer,Business travel,245,21,3
8388,8,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8389,20,Male,Eco,disloyal Customer,Business travel,245,21,3
8390,53,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8391,38,Female,Eco,disloyal Customer,Business travel,245,21,3
8392,41,Male,Business,Loyal Customer,Business travel,245,21,3
8393,56,Male,Business,Loyal Customer,Business travel,245,21,3
8394,46,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8395,25,Female,Eco,disloyal Customer,Business travel,245,21,3
8396,47,Female,Business,Loyal Customer,Business travel,245,21,3
8397,30,Male,Business,Loyal Customer,Business travel,245,21,3
8398,25,Male,Business,disloyal Customer,Business travel,245,21,3
8399,49,Female,Business,Loyal Customer,Personal Travel,245,21,3
8400,67,Male,Business,Loyal Customer,Business travel,245,21,3
8401,24,Female,Business,disloyal Customer,Business travel,245,21,3
8402,52,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8403,9,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8404,53,Female,Business,Loyal Customer,Business travel,245,21,3
8405,53,Male,Business,Loyal Customer,Business travel,245,21,3
8406,25,Female,Business,Loyal Customer,Business travel,245,21,3
8407,36,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8408,34,Female,Business,Loyal Customer,Business travel,245,21,3
8409,23,Male,Eco Plus,disloyal Customer,Business travel,245,21,3
8410,55,Male,Business,Loyal Customer,Business travel,245,21,3
8411,57,Female,Business,disloyal Customer,Business travel,245,21,3
8412,60,Male,Business,Loyal Customer,Business travel,245,21,3
8413,35,Female,Eco Plus,disloyal Customer,Business travel,245,21,3
8414,53,Male,Business,Loyal Customer,Business travel,245,21,3
8415,46,Male,Business,Loyal Customer,Business travel,245,21,3
8416,63,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8417,17,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8418,42,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8419,58,Female,Business,Loyal Customer,Business travel,245,21,3
8420,37,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8421,57,Male,Eco,Loyal Customer,Business travel,245,21,3
8422,31,Male,Business,Loyal Customer,Business travel,245,21,3
8423,25,Male,Business,disloyal Customer,Business travel,245,21,3
8424,25,Female,Business,Loyal Customer,Business travel,245,21,3
8425,60,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8426,51,Female,Business,Loyal Customer,Business travel,245,21,3
8427,45,Female,Business,Loyal Customer,Business travel,245,21,3
8428,30,Male,Business,Loyal Customer,Personal Travel,245,21,3
8429,31,Female,Business,disloyal Customer,Business travel,245,21,3
8430,51,Male,Eco,disloyal Customer,Business travel,245,21,3
8431,53,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8432,42,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8433,18,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8434,69,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8435,39,Male,Eco,Loyal Customer,Business travel,245,21,3
8436,20,Male,Business,Loyal Customer,Business travel,245,21,3
8437,20,Female,Eco,disloyal Customer,Business travel,245,21,3
8438,25,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8439,47,Male,Eco,Loyal Customer,Business travel,245,21,3
8440,44,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8441,39,Male,Business,Loyal Customer,Business travel,245,21,3
8442,24,Male,Eco,disloyal Customer,Business travel,245,21,3
8443,40,Female,Business,disloyal Customer,Business travel,245,21,3
8444,39,Male,Eco,Loyal Customer,Business travel,245,21,3
8445,52,Male,Business,Loyal Customer,Business travel,245,21,3
8446,64,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8447,64,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8448,12,Male,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8449,50,Female,Business,Loyal Customer,Business travel,245,21,3
8450,56,Male,Business,Loyal Customer,Business travel,245,21,3
8451,70,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8452,33,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8453,56,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8454,35,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8455,54,Male,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8456,11,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8457,63,Female,Business,Loyal Customer,Business travel,245,21,3
8458,53,Male,Business,Loyal Customer,Business travel,245,21,3
8459,57,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8460,8,Female,Business,Loyal Customer,Personal Travel,245,21,3
8461,52,Male,Business,Loyal Customer,Business travel,245,21,3
8462,22,Male,Eco,disloyal Customer,Business travel,245,21,3
8463,64,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8464,25,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8465,34,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8466,7,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8467,7,Male,Business,Loyal Customer,Personal Travel,245,21,3
8468,65,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8469,41,Male,Business,Loyal Customer,Business travel,245,21,3
8470,47,Female,Business,Loyal Customer,Business travel,245,21,3
8471,35,Male,Business,Loyal Customer,Business travel,245,21,3
8472,28,Female,Eco Plus,disloyal Customer,Business travel,245,21,3
8473,72,Male,Business,Loyal Customer,Business travel,245,21,3
8474,22,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8475,61,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8476,24,Male,Business,Loyal Customer,Business travel,245,21,3
8477,30,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8478,62,Female,Business,Loyal Customer,Business travel,245,21,3
8479,52,Male,Business,Loyal Customer,Business travel,245,21,3
8480,38,Male,Business,Loyal Customer,Business travel,245,21,3
8481,22,Female,Business,disloyal Customer,Business travel,245,21,3
8482,55,Female,Business,Loyal Customer,Business travel,245,21,3
8483,67,Female,Business,Loyal Customer,Business travel,245,21,3
8484,31,Male,Business,Loyal Customer,Business travel,245,21,3
8485,63,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8486,44,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8487,50,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8488,22,Male,Eco,disloyal Customer,Business travel,245,21,3
8489,47,Female,Business,Loyal Customer,Business travel,245,21,3
8490,63,Male,Eco,Loyal Customer,Business travel,245,21,3
8491,31,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8492,33,Male,Business,Loyal Customer,Business travel,245,21,3
8493,49,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8494,54,Female,Business,Loyal Customer,Business travel,245,21,3
8495,51,Female,Business,Loyal Customer,Business travel,245,21,3
8496,16,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8497,22,Female,Eco,disloyal Customer,Business travel,245,21,3
8498,26,Female,Eco,disloyal Customer,Business travel,245,21,3
8499,68,Female,Eco,Loyal Customer,Business travel,245,21,3
8500,36,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8501,19,Male,Business,Loyal Customer,Business travel,245,21,3
8502,45,Female,Business,Loyal Customer,Business travel,245,21,3
8503,70,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8504,56,Male,Business,Loyal Customer,Business travel,245,21,3
8505,58,Male,Business,Loyal Customer,Business travel,245,21,3
8506,51,Male,Business,Loyal Customer,Business travel,245,21,3
8507,36,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8508,52,Female,Business,Loyal Customer,Business travel,245,21,3
8509,47,Female,Business,Loyal Customer,Business travel,245,21,3
8510,39,Male,Business,disloyal Customer,Business travel,245,21,3
8511,37,Male,Business,Loyal Customer,Business travel,245,21,3
8512,16,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8513,27,Female,Eco,disloyal Customer,Business travel,245,21,3
8514,14,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8515,30,Female,Business,Loyal Customer,Business travel,245,21,3
8516,41,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8517,49,Female,Business,Loyal Customer,Business travel,245,21,3
8518,36,Female,Eco,disloyal Customer,Business travel,245,21,3
8519,13,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8520,41,Male,Business,Loyal Customer,Business travel,245,21,3
8521,56,Female,Eco,Loyal Customer,Business travel,245,21,3
8522,56,Male,Business,Loyal Customer,Business travel,245,21,3
8523,19,Male,Business,Loyal Customer,Business travel,245,21,3
8524,17,Male,Eco,disloyal Customer,Business travel,245,21,3
8525,23,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8526,22,Male,Eco,disloyal Customer,Business travel,245,21,3
8527,7,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8528,36,Female,Business,Loyal Customer,Business travel,245,21,3
8529,30,Male,Business,Loyal Customer,Business travel,245,21,3
8530,29,Female,Business,Loyal Customer,Business travel,245,21,3
8531,39,Female,Business,disloyal Customer,Business travel,245,21,3
8532,35,Female,Eco,Loyal Customer,Business travel,245,21,3
8533,54,Female,Business,Loyal Customer,Business travel,245,21,3
8534,36,Female,Business,Loyal Customer,Business travel,245,21,3
8535,59,Male,Business,Loyal Customer,Business travel,245,21,3
8536,22,Female,Business,disloyal Customer,Business travel,245,21,3
8537,33,Female,Business,Loyal Customer,Business travel,245,21,3
8538,27,Female,Business,Loyal Customer,Business travel,245,21,3
8539,21,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8540,18,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8541,42,Female,Business,Loyal Customer,Business travel,245,21,3
8542,55,Female,Business,Loyal Customer,Business travel,245,21,3
8543,24,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8544,56,Female,Business,Loyal Customer,Business travel,245,21,3
8545,9,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8546,54,Female,Business,Loyal Customer,Business travel,245,21,3
8547,50,Male,Business,Loyal Customer,Business travel,245,21,3
8548,56,Female,Business,Loyal Customer,Business travel,245,21,3
8549,58,Male,Business,Loyal Customer,Business travel,245,21,3
8550,13,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8551,60,Male,Business,Loyal Customer,Personal Travel,245,21,3
8552,41,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8553,29,Female,Business,disloyal Customer,Business travel,245,21,3
8554,43,Male,Business,Loyal Customer,Business travel,245,21,3
8555,25,Female,Eco,disloyal Customer,Business travel,245,21,3
8556,56,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8557,28,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8558,41,Male,Eco,Loyal Customer,Business travel,245,21,3
8559,42,Female,Eco,Loyal Customer,Business travel,245,21,3
8560,27,Female,Business,Loyal Customer,Business travel,245,21,3
8561,30,Female,Eco,disloyal Customer,Business travel,245,21,3
8562,28,Female,Business,Loyal Customer,Business travel,245,21,3
8563,19,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8564,64,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8565,51,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8566,21,Female,Eco,disloyal Customer,Business travel,245,21,3
8567,17,Male,Eco,disloyal Customer,Business travel,245,21,3
8568,33,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8569,29,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8570,43,Male,Business,Loyal Customer,Business travel,245,21,3
8571,11,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8572,36,Male,Eco,Loyal Customer,Business travel,245,21,3
8573,30,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8574,56,Female,Business,Loyal Customer,Business travel,245,21,3
8575,49,Male,Business,Loyal Customer,Business travel,245,21,3
8576,47,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8577,53,Male,Business,Loyal Customer,Business travel,245,21,3
8578,26,Male,Business,Loyal Customer,Business travel,245,21,3
8579,27,Female,Business,Loyal Customer,Business travel,245,21,3
8580,42,Male,Business,Loyal Customer,Business travel,245,21,3
8581,42,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8582,27,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8583,53,Female,Business,Loyal Customer,Business travel,245,21,3
8584,22,Male,Eco,disloyal Customer,Business travel,245,21,3
8585,25,Male,Business,Loyal Customer,Business travel,245,21,3
8586,60,Female,Business,Loyal Customer,Business travel,245,21,3
8587,48,Female,Business,Loyal Customer,Business travel,245,21,3
8588,52,Female,Business,Loyal Customer,Business travel,245,21,3
8589,9,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8590,12,Male,Eco,disloyal Customer,Business travel,245,21,3
8591,55,Female,Business,Loyal Customer,Business travel,245,21,3
8592,57,Male,Business,Loyal Customer,Business travel,245,21,3
8593,46,Male,Business,Loyal Customer,Business travel,245,21,3
8594,39,Female,Business,Loyal Customer,Business travel,245,21,3
8595,30,Female,Business,Loyal Customer,Personal Travel,245,21,3
8596,49,Male,Business,Loyal Customer,Business travel,245,21,3
8597,46,Female,Business,Loyal Customer,Business travel,245,21,3
8598,51,Female,Eco,Loyal Customer,Business travel,245,21,3
8599,15,Female,Business,Loyal Customer,Business travel,245,21,3
8600,59,Female,Eco,Loyal Customer,Business travel,245,21,3
8601,38,Female,Business,disloyal Customer,Business travel,245,21,3
8602,14,Female,Business,Loyal Customer,Business travel,245,21,3
8603,53,Male,Business,Loyal Customer,Business travel,245,21,3
8604,37,Female,Eco,Loyal Customer,Business travel,245,21,3
8605,20,Male,Eco,disloyal Customer,Personal Travel,245,21,3
8606,60,Male,Business,Loyal Customer,Business travel,245,21,3
8607,35,Female,Business,Loyal Customer,Business travel,245,21,3
8608,15,Female,Business,Loyal Customer,Business travel,245,21,3
8609,43,Female,Eco,Loyal Customer,Business travel,245,21,3
8610,26,Female,Eco,disloyal Customer,Business travel,245,21,3
8611,24,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8612,32,Male,Business,disloyal Customer,Business travel,245,21,3
8613,30,Female,Business,Loyal Customer,Business travel,245,21,3
8614,11,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8615,45,Female,Business,disloyal Customer,Business travel,245,21,3
8616,46,Female,Business,Loyal Customer,Business travel,245,21,3
8617,54,Female,Business,Loyal Customer,Business travel,245,21,3
8618,41,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8619,14,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8620,15,Female,Eco,disloyal Customer,Business travel,245,21,3
8621,49,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8622,46,Male,Business,Loyal Customer,Business travel,245,21,3
8623,56,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8624,37,Female,Business,disloyal Customer,Business travel,245,21,3
8625,34,Male,Business,disloyal Customer,Business travel,245,21,3
8626,63,Female,Eco,disloyal Customer,Business travel,245,21,3
8627,25,Female,Business,disloyal Customer,Business travel,245,21,3
8628,27,Male,Business,disloyal Customer,Business travel,245,21,3
8629,26,Female,Business,Loyal Customer,Business travel,245,21,3
8630,30,Female,Business,Loyal Customer,Business travel,245,21,3
8631,62,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8632,27,Female,Eco Plus,Loyal Customer,Business travel,245,21,3
8633,60,Female,Business,Loyal Customer,Business travel,245,21,3
8634,36,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8635,48,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8636,57,Female,Business,Loyal Customer,Business travel,245,21,3
8637,56,Female,Business,Loyal Customer,Business travel,245,21,3
8638,37,Male,Business,disloyal Customer,Business travel,245,21,3
8639,35,Female,Business,Loyal Customer,Business travel,245,21,3
8640,62,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8641,44,Female,Business,Loyal Customer,Business travel,245,21,3
8642,41,Male,Eco,Loyal Customer,Business travel,245,21,3
8643,70,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8644,37,Male,Business,Loyal Customer,Business travel,245,21,3
8645,44,Male,Eco,Loyal Customer,Business travel,245,21,3
8646,36,Female,Eco,Loyal Customer,Business travel,245,21,3
8647,15,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8648,49,Female,Business,Loyal Customer,Business travel,245,21,3
8649,42,Female,Business,Loyal Customer,Business travel,245,21,3
8650,55,Male,Eco Plus,Loyal Customer,Business travel,245,21,3
8651,40,Male,Business,Loyal Customer,Business travel,245,21,3
8652,24,Female,Eco,Loyal Customer,Business travel,245,21,3
8653,17,Female,Eco,disloyal Customer,Business travel,245,21,3
8654,58,Female,Eco,Loyal Customer,Personal Travel,245,21,3
8655,45,Male,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8656,50,Female,Business,Loyal Customer,Business travel,245,21,3
8657,36,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8658,48,Male,Business,Loyal Customer,Business travel,245,21,3
8659,59,Male,Business,Loyal Customer,Business travel,245,21,3
8660,60,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8661,58,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8662,24,Male,Eco,disloyal Customer,Business travel,245,21,3
8663,43,Male,Eco Plus,disloyal Customer,Business travel,245,21,3
8664,34,Female,Eco Plus,Loyal Customer,Personal Travel,245,21,3
8665,40,Female,Business,Loyal Customer,Business travel,245,21,3
8666,43,Female,Business,Loyal Customer,Business travel,245,21,3
8667,49,Male,Eco,Loyal Customer,Personal Travel,245,21,3
8668,47,Male,Business,Loyal Customer,Business travel,245,21,3
8669,50,Female,Business,Loyal Customer,Business travel,245,21,3
